# device: DFS-X 100N 0000009261 3.07 (pre-tare, resting)
# horizon: fixed horizon, 25 s
t_s,force_N,latency_ms
21.634600,-0.1600,5.072
21.639637,-0.1400,5.001
21.644637,-0.1600,4.996
21.649638,-0.1600,4.998
21.660639,-0.1600,16.998
21.671622,-0.1600,4.963
21.676602,-0.1400,4.992
21.681600,-0.1400,5.001
21.686591,-0.1600,4.977
21.691588,-0.1400,5.013
21.696566,-0.1400,4.932
21.702033,-0.1400,5.997
21.707556,-0.1400,5.044
21.712583,-0.1400,5.002
21.717584,-0.1400,4.987
21.722555,-0.1400,4.953
21.727525,-0.1400,4.983
21.732548,-0.1400,5.057
21.737573,-0.1400,4.989
21.742562,-0.1400,4.983
21.753558,-0.1400,17.003
21.764556,-0.1400,4.987
21.769556,-0.1400,5.007
21.774534,-0.1400,4.944
21.779537,-0.1400,5.058
21.784582,-0.1400,5.026
21.789573,-0.1400,4.948
21.794569,-0.1400,5.042
21.799542,-0.1400,4.898
21.804533,-0.1400,5.079
21.809560,-0.1400,4.971
21.814522,-0.1400,4.948
21.819541,-0.1400,5.087
21.824551,-0.1400,4.929
21.829507,-0.1400,4.979
21.834515,-0.1400,5.030
21.846008,-0.1400,17.955
21.857519,-0.1600,5.061
21.862535,-0.1600,4.966
21.867519,-0.1600,4.997
21.872521,-0.1600,5.005
21.877520,-0.1600,4.988
21.882517,-0.1600,5.003
21.887519,-0.1600,4.997
21.892524,-0.1800,5.011
21.897527,-0.1800,4.992
21.902521,-0.1800,4.991
21.907530,-0.1800,5.023
21.912532,-0.1800,4.975
21.917518,-0.1800,4.993
21.922511,-0.1800,4.990
21.927523,-0.1800,4.997
21.939020,-0.1800,17.992
21.950518,-0.1800,4.999
21.955521,-0.1800,5.003
21.960522,-0.2000,4.995
21.965486,-0.1800,4.927
21.970476,-0.1800,5.048
21.975495,-0.1800,4.985
21.980465,-0.2000,4.946
21.985419,-0.2000,4.956
21.990416,-0.2000,5.034
21.995420,-0.2000,4.969
22.000421,-0.2000,5.027
22.005436,-0.2000,4.998
22.010418,-0.2000,4.961
22.015420,-0.1800,5.039
22.020420,-0.1800,4.955
22.025429,-0.1600,5.018
22.036911,-0.1600,17.942
22.048367,-0.1600,4.965
22.053363,-0.1600,5.024
22.058391,-0.1600,4.987
22.063391,-0.1600,4.969
22.068417,-0.1600,5.078
22.073435,-0.1600,4.952
22.078396,-0.1400,4.969
22.083381,-0.1400,4.996
22.088383,-0.1400,5.003
22.093369,-0.1400,4.966
22.098371,-0.1400,5.032
22.103387,-0.1400,4.997
22.108389,-0.1400,5.002
22.113389,-0.1400,4.995
22.118387,-0.1200,4.997
22.129360,-0.1400,16.947
22.140332,-0.1200,4.992
22.145328,-0.1400,4.995
22.150357,-0.1200,5.059
22.155388,-0.1200,5.001
22.160352,-0.1200,4.924
22.165319,-0.1000,5.004
22.170310,-0.1000,4.975
22.175325,-0.1200,5.050
22.180343,-0.1200,4.981
22.185337,-0.1000,5.004
22.190344,-0.1200,5.008
22.195846,-0.1200,5.990
22.201336,-0.1000,4.985
22.206331,-0.1000,4.995
22.211312,-0.1000,4.965
22.222303,-0.1000,17.013
22.233315,-0.1000,4.972
22.238312,-0.1000,5.019
22.243320,-0.1000,4.996
22.248293,-0.1000,4.944
22.253269,-0.1000,5.003
22.258291,-0.1200,5.037
22.263307,-0.1200,4.989
22.268292,-0.1200,4.977
22.273253,-0.1400,4.942
22.278237,-0.1400,5.022
22.283252,-0.1400,5.002
22.288239,-0.1400,4.970
22.293258,-0.1400,5.063
22.298264,-0.1400,4.942
22.303243,-0.1400,5.013
22.314714,-0.1400,17.926
22.326185,-0.1200,5.010
22.331217,-0.1400,5.007
22.336223,-0.1400,5.000
22.341217,-0.1400,4.987
22.346239,-0.1400,5.016
22.351221,-0.1400,4.946
22.356181,-0.1400,4.968
22.361183,-0.1400,5.034
22.366204,-0.1400,5.004
22.371209,-0.1400,5.001
22.376192,-0.1600,4.961
22.381205,-0.1600,5.022
22.386202,-0.1600,4.929
22.391155,-0.1600,4.974
22.396175,-0.1600,5.020
22.401179,-0.1600,4.984
22.412181,-0.1600,16.988
22.423177,-0.1600,4.996
22.428160,-0.1600,4.966
22.433149,-0.1600,5.010
22.438183,-0.1400,5.014
22.443212,-0.1400,5.040
22.448199,-0.1400,4.929
22.453164,-0.1400,4.997
22.458654,-0.1400,5.980
22.464153,-0.1400,5.014
22.469161,-0.1400,4.998
22.474134,-0.1200,4.942
22.479122,-0.1200,5.032
22.484140,-0.1200,4.998
22.489133,-0.1400,4.980
22.494117,-0.1400,4.986
22.505097,-0.1400,16.967
22.516103,-0.1400,5.040
22.521117,-0.1400,4.983
22.526095,-0.1400,4.969
22.531078,-0.1400,4.992
22.536076,-0.1400,4.999
22.541065,-0.1200,4.977
22.546078,-0.1400,5.042
22.551091,-0.1400,4.976
22.556068,-0.1200,4.974
22.561051,-0.1000,4.987
22.566040,-0.1000,4.985
22.571051,-0.1000,5.032
22.576061,-0.1000,4.982
22.581047,-0.1000,4.983
22.586030,-0.1000,4.979
22.597520,-0.1000,17.993
22.609020,-0.1000,5.001
22.614023,-0.1200,4.992
22.619006,-0.1200,4.971
22.623989,-0.1200,4.989
22.629009,-0.1200,5.044
22.634033,-0.1200,5.000
22.639025,-0.1200,4.978
22.643995,-0.1200,4.960
22.648971,-0.1200,4.986
22.653973,-0.1200,5.013
22.658991,-0.1200,5.018
22.664002,-0.1200,4.998
22.668992,-0.1200,4.978
22.673980,-0.1000,4.996
22.678965,-0.1000,4.966
22.689965,-0.1000,17.030
22.700963,-0.1000,4.957
22.705951,-0.1000,5.011
22.710946,-0.1200,4.973
22.715932,-0.1200,4.991
22.720930,-0.1400,5.000
22.725938,-0.1400,5.001
22.731068,-0.1400,5.254
22.736071,-0.1400,4.744
22.740930,-0.1400,4.969
22.745927,-0.1400,5.021
22.750934,-0.1400,4.988
22.755905,-0.1400,4.949
22.760881,-0.1400,4.997
22.765880,-0.1600,4.992
22.770911,-0.1600,5.067
22.782415,-0.1600,17.937
22.793886,-0.1400,4.997
22.798884,-0.1400,4.993
22.803883,-0.1400,4.998
22.808882,-0.1600,4.997
22.813880,-0.1600,4.994
22.818879,-0.1600,4.998
22.823860,-0.1600,4.961
22.828850,-0.1600,5.012
22.833856,-0.1600,4.995
22.838867,-0.1600,5.026
22.843871,-0.1600,4.976
22.848875,-0.1600,5.027
22.853871,-0.1600,4.960
22.866720,-0.1800,20.733
22.885595,-0.1800,17.005
22.896708,-0.1600,5.212
22.901827,-0.1800,5.021
22.906823,-0.1800,4.966
22.911828,-0.1800,5.027
22.916839,-0.1800,4.990
22.921834,-0.1800,4.995
22.926827,-0.1800,4.989
22.931814,-0.2000,4.978
22.936803,-0.1800,4.998
22.941881,-0.1800,5.154
22.946867,-0.2000,4.808
22.951790,-0.1800,5.034
22.956805,-0.1800,4.992
22.961804,-0.1800,5.002
22.973299,-0.1800,17.980
22.984781,-0.1800,4.979
22.989794,-0.1800,5.004
22.994774,-0.1800,4.950
22.999733,-0.1800,4.964
23.004735,-0.1800,5.036
23.009749,-0.1800,4.989
23.014761,-0.1800,5.029
23.019753,-0.1800,4.951
23.024717,-0.1800,4.974
23.029707,-0.1600,5.001
23.034710,-0.1800,5.001
23.039715,-0.1600,4.999
23.044714,-0.1600,4.995
23.049713,-0.1600,5.000
23.054714,-0.1600,4.996
23.066225,-0.1600,18.022
23.077732,-0.1600,4.986
23.082707,-0.1600,4.954
23.087705,-0.1600,5.037
23.092757,-0.1600,5.063
23.097731,-0.1600,4.878
23.102670,-0.1600,4.993
23.107665,-0.1600,4.994
23.112677,-0.1400,5.023
23.117690,-0.1600,4.998
23.122696,-0.1600,5.011
23.127697,-0.1600,4.986
23.132682,-0.1600,4.980
23.137663,-0.1600,4.975
23.142656,-0.1400,5.006
23.147657,-0.1600,4.992
23.159154,-0.1600,18.001
23.170680,-0.1400,5.046
23.175667,-0.1600,4.923
23.180629,-0.1400,4.994
23.185627,-0.1400,5.001
23.190620,-0.1600,4.982
23.195653,-0.1600,5.077
23.200671,-0.1600,4.921
23.205649,-0.1600,5.031
23.210663,-0.1600,4.994
23.215661,-0.1600,4.996
23.220645,-0.1600,4.970
23.225622,-0.1600,4.979
23.230625,-0.1800,5.014
23.235618,-0.1600,4.969
23.240593,-0.1600,4.977
23.251594,-0.1600,17.020
23.262621,-0.1600,5.030
23.267620,-0.1600,4.963
23.272601,-0.1600,4.995
23.278106,-0.1600,6.012
23.283606,-0.1600,4.975
23.288588,-0.1600,4.982
23.293578,-0.1600,4.993
23.298572,-0.1600,4.990
23.303597,-0.1600,5.050
23.308590,-0.1600,4.933
23.313556,-0.1600,4.993
23.318558,-0.1600,5.006
23.323559,-0.1600,4.990
23.328543,-0.1600,4.975
23.333538,-0.1600,5.001
23.338578,-0.1600,4.975
23.349569,-0.1600,16.963
23.360555,-0.1600,5.002
23.365572,-0.1600,5.027
23.370558,-0.1600,4.941
23.375528,-0.1600,4.994
23.380527,-0.1600,5.002
23.385532,-0.1600,5.002
23.390535,-0.1600,5.004
23.396033,-0.1600,5.988
23.401516,-0.1600,4.976
23.406527,-0.1400,5.042
23.411552,-0.1400,5.003
23.416538,-0.1400,4.964
23.421525,-0.1600,5.007
23.426500,-0.1600,4.939
23.431498,-0.1400,5.051
23.448015,-0.1400,27.978
23.464505,-0.1600,4.996
23.469993,-0.1600,5.976
23.475489,-0.1400,5.014
23.480500,-0.1400,5.004
23.485514,-0.1400,4.983
23.490511,-0.1400,4.967
23.495500,-0.1400,5.003
23.500526,-0.1400,5.045
23.505541,-0.1400,4.983
23.510516,-0.1400,4.963
23.515496,-0.1400,4.992
23.520495,-0.1400,5.000
23.525485,-0.1400,4.972
23.536447,-0.1400,16.947
23.547426,-0.1600,4.963
23.552407,-0.1600,4.993
23.557402,-0.1600,4.990
23.562410,-0.1400,5.019
23.567414,-0.1400,4.985
23.572394,-0.1400,4.970
23.577381,-0.1400,4.998
23.582399,-0.1400,5.034
23.587429,-0.1400,5.019
23.592425,-0.1400,4.967
23.597897,-0.1400,5.970
23.603379,-0.1400,4.991
23.608368,-0.1400,4.985
23.613389,-0.1600,5.050
23.618416,-0.1600,4.996
23.629395,-0.1600,16.958
23.640449,-0.1600,5.145
23.645456,-0.1600,4.862
23.650387,-0.1600,4.995
23.655382,-0.1800,4.990
23.660374,-0.1800,4.990
23.665364,-0.1800,4.976
23.670348,-0.1800,4.988
23.675346,-0.1800,5.004
23.680334,-0.1800,4.966
23.685311,-0.1800,4.983
23.690337,-0.1800,5.063
23.695353,-0.1800,4.959
23.700304,-0.1600,4.939
23.705291,-0.1600,5.028
23.710849,-0.1800,6.086
23.722374,-0.1600,16.955
23.733325,-0.1600,4.942
23.738301,-0.1600,4.963
23.743316,-0.1600,5.063
23.748332,-0.1600,4.961
23.753311,-0.1600,4.991
23.758310,-0.1600,5.003
23.763307,-0.1600,4.986
23.768278,-0.1400,4.949
23.773279,-0.1400,5.049
23.778272,-0.1600,4.934
23.783261,-0.1600,5.036
23.788261,-0.1600,4.963
23.793263,-0.1400,5.037
23.798254,-0.1400,4.937
23.803248,-0.1400,5.048
23.814764,-0.1400,17.979
23.826262,-0.1600,5.005
23.831259,-0.1600,4.984
23.836270,-0.1600,5.033
23.841276,-0.1400,4.976
23.846265,-0.1400,4.997
23.851266,-0.1600,5.003
23.856247,-0.1400,4.956
23.861244,-0.1600,5.031
23.866260,-0.1400,4.999
23.871245,-0.1600,4.967
23.876214,-0.1600,4.966
23.881220,-0.1600,5.039
23.886214,-0.1600,4.945
23.891207,-0.1600,5.036
23.896207,-0.1600,4.956
23.907680,-0.1600,17.986
23.919161,-0.1600,4.971
23.924161,-0.1800,5.022
23.929164,-0.1800,4.979
23.934154,-0.1800,4.992
23.939156,-0.1800,5.003
23.944155,-0.1800,4.991
23.949161,-0.1800,5.006
23.954147,-0.2000,4.957
23.959147,-0.1800,5.037
23.964146,-0.1800,4.956
23.969140,-0.1800,5.024
23.974146,-0.2000,4.985
23.979145,-0.1800,5.006
23.984157,-0.1800,5.007
23.989148,-0.1800,4.970
23.994131,-0.1800,4.993
24.005617,-0.1600,17.974
24.017126,-0.1600,5.039
24.022120,-0.1600,4.945
24.027116,-0.1600,5.040
24.032130,-0.1600,4.947
24.037104,-0.1800,4.992
24.042152,-0.1600,5.097
24.047180,-0.1600,4.918
24.052114,-0.1600,4.948
24.057119,-0.1600,5.057
24.062154,-0.1600,5.004
24.067153,-0.1600,4.988
24.072130,-0.1600,4.965
24.077125,-0.1600,5.020
24.082126,-0.1600,4.976
24.087100,-0.1600,4.971
24.098091,-0.1600,17.002
24.109087,-0.1400,4.986
24.114598,-0.1400,6.029
24.120091,-0.1400,4.953
24.125066,-0.1600,4.994
24.130071,-0.1600,5.011
24.135052,-0.1600,4.947
24.140028,-0.1400,5.000
24.145039,-0.1600,5.017
24.150047,-0.1400,4.996
24.155050,-0.1400,5.006
24.160034,-0.1400,4.957
24.165014,-0.1400,4.998
24.170050,-0.1400,5.070
24.175073,-0.1400,4.936
24.180027,-0.1400,4.960
24.191026,-0.1400,17.031
24.202023,-0.1400,4.958
24.207030,-0.1400,5.051
24.212021,-0.1400,4.903
24.216976,-0.1400,5.001
24.221979,-0.1400,5.001
24.226981,-0.1400,4.991
24.231977,-0.1400,4.996
24.236975,-0.1400,4.996
24.241989,-0.1400,5.028
24.246993,-0.1400,4.974
24.251974,-0.1400,4.983
24.257486,-0.1400,6.037
24.262979,-0.1400,4.941
24.267950,-0.1400,4.996
24.272973,-0.1400,5.045
24.284005,-0.1600,17.015
24.295006,-0.1600,4.949
24.299966,-0.1600,4.965
24.304962,-0.1600,5.023
24.309967,-0.1600,4.981
24.314973,-0.1400,5.027
24.319987,-0.1600,4.996
24.324958,-0.1600,4.940
24.329948,-0.1600,5.033
24.334967,-0.1600,5.000
24.339964,-0.1600,4.994
24.344973,-0.1600,5.020
24.349978,-0.1600,4.984
24.354952,-0.1600,4.962
24.359942,-0.1600,5.013
24.364929,-0.1600,4.958
24.376411,-0.1600,18.001
24.387923,-0.1600,5.017
24.392896,-0.1600,4.923
24.397862,-0.1600,5.004
24.402889,-0.1600,5.035
24.407916,-0.1600,5.013
24.412923,-0.1600,4.984
24.417905,-0.1800,4.974
24.422893,-0.1800,4.999
24.427874,-0.1800,4.960
24.432861,-0.1600,5.006
24.437864,-0.1600,4.996
24.442846,-0.1600,4.962
24.447845,-0.1600,5.031
24.452864,-0.1600,5.003
24.457851,-0.1600,4.969
24.462847,-0.1600,5.018
24.474315,-0.1600,17.913
24.485775,-0.1400,5.000
24.490835,-0.1600,5.076
24.495843,-0.1600,4.931
24.500840,-0.1600,5.059
24.505842,-0.1600,4.894
24.510792,-0.1600,4.961
24.515779,-0.1600,5.009
24.520784,-0.1600,4.992
24.525775,-0.1600,4.985
24.530835,-0.1600,5.128
24.535859,-0.1600,4.885
24.540800,-0.1600,4.992
24.545786,-0.1400,4.976
24.550770,-0.1600,4.984
24.555758,-0.1600,4.986
24.567269,-0.1600,18.033
24.578783,-0.1600,4.985
24.583764,-0.1600,4.971
24.588754,-0.1600,5.005
24.593754,-0.1600,4.990
24.598753,-0.1600,5.001
24.603753,-0.1600,4.993
24.608771,-0.1400,5.040
24.620308,-0.1400,17.995
24.637813,-0.1600,17.005
24.648996,-0.1600,5.342
24.660462,-0.1600,17.582
24.671756,-0.1600,5.001
24.676737,-0.1600,4.955
24.681736,-0.1600,5.038
24.686726,-0.1600,4.937
24.691695,-0.1600,4.995
24.696687,-0.1600,4.982
24.701688,-0.1600,5.018
24.706710,-0.1600,5.022
24.711714,-0.1400,4.977
24.716717,-0.1400,5.022
24.721699,-0.1400,4.936
24.726688,-0.1400,5.036
24.731723,-0.1400,5.029
24.736710,-0.1200,4.938
24.741705,-0.1200,5.039
24.752705,-0.1200,16.954
24.763704,-0.1200,5.038
24.768697,-0.1400,4.943
24.773667,-0.1400,4.990
24.778667,-0.1400,5.003
24.783659,-0.1400,4.976
24.788663,-0.1400,5.025
24.794178,-0.1400,6.001
24.799685,-0.1400,5.001
24.804688,-0.1400,5.000
24.809690,-0.1400,5.004
24.814677,-0.1400,4.964
24.819660,-0.1400,4.997
24.824656,-0.1200,4.993
24.829645,-0.1400,4.976
24.834649,-0.1400,5.024
24.845639,-0.1400,16.953
24.856706,-0.1400,5.176
24.861724,-0.1400,4.854
24.866640,-0.1400,4.971
24.871628,-0.1400,5.000
24.876631,-0.1400,4.998
24.881635,-0.1400,5.006
24.886603,-0.1400,4.926
24.891591,-0.1400,5.043
24.896610,-0.1400,4.988
24.901599,-0.1600,4.985
24.906601,-0.1600,5.011
24.911590,-0.1600,4.958
24.916611,-0.1600,5.080
24.921605,-0.1600,4.901
24.926568,-0.1600,5.019
24.931657,-0.1600,5.153
24.943150,-0.1400,17.828
24.954573,-0.1400,5.009
24.959559,-0.1400,4.957
24.964538,-0.1600,4.995
24.969538,-0.1600,4.999
24.974532,-0.1400,4.984
24.979543,-0.1400,5.026
24.984542,-0.1600,4.963
24.989525,-0.1400,4.997
