# device: DFS-X 100N 0000009261 3.07 (pre-tare, resting)
# horizon: fixed horizon, 25 s
t_s,force_N,latency_ms
5.454487,-0.1600,5.066
5.459520,-0.1600,4.998
5.464505,-0.1600,4.967
5.469504,-0.1600,5.026
5.474509,-0.1600,4.978
5.479512,-0.1600,5.023
5.484535,-0.1600,5.017
5.489554,-0.1600,4.975
5.494533,-0.1600,4.979
5.499510,-0.1600,4.972
5.504504,-0.1600,5.010
5.509506,-0.1600,4.992
5.514459,-0.1600,4.911
5.519420,-0.1600,5.005
5.530924,-0.1600,17.998
5.542417,-0.1600,4.984
5.547385,-0.1600,4.947
5.552377,-0.1600,5.032
5.557389,-0.1600,4.984
5.562366,-0.1600,4.959
5.567350,-0.1600,5.002
5.572345,-0.1400,4.981
5.577374,-0.1400,5.072
5.582381,-0.1600,4.937
5.587363,-0.1600,5.020
5.592368,-0.1600,4.976
5.597369,-0.1600,5.021
5.602372,-0.1600,4.980
5.607378,-0.1600,5.029
5.612376,-0.1600,4.963
5.617359,-0.1600,5.000
5.628842,-0.1800,17.959
5.640326,-0.1600,5.005
5.645354,-0.1600,5.049
5.650355,-0.1600,4.949
5.655338,-0.1600,5.011
5.660346,-0.1600,5.001
5.665344,-0.1600,4.993
5.670348,-0.1800,5.011
5.675351,-0.1800,4.989
5.680345,-0.1800,4.996
5.685320,-0.1800,4.946
5.690301,-0.1800,5.003
5.695331,-0.1800,5.050
5.700345,-0.1600,4.963
5.705309,-0.1600,4.954
5.710291,-0.1600,5.007
5.721284,-0.1600,16.973
5.732791,-0.1600,6.034
5.738301,-0.1600,4.979
5.743270,-0.1600,4.956
5.748271,-0.1600,5.040
5.753274,-0.1600,4.959
5.758272,-0.1400,5.033
5.763289,-0.1400,4.991
5.768301,-0.1400,5.026
5.773293,-0.1400,4.950
5.778298,-0.1400,5.052
5.783292,-0.1400,4.930
5.788270,-0.1400,5.018
5.793278,-0.1200,4.994
5.798261,-0.1000,4.970
5.803244,-0.1000,4.991
5.814234,-0.1000,16.985
5.825244,-0.1000,5.029
5.830264,-0.1000,5.005
5.835313,-0.1000,5.088
5.840311,-0.1000,4.830
5.845237,-0.0000,5.020
5.850245,-0.0000,4.988
5.855232,-0.0000,4.982
5.860212,-0.0000,4.974
5.865227,-0.0000,5.052
5.870229,-0.0000,4.916
5.875203,-0.0000,5.026
5.880217,-0.1000,4.999
5.885213,-0.1000,4.989
5.890212,-0.1000,5.007
5.895212,-0.1000,4.990
5.906183,-0.0000,16.949
5.917146,-0.0000,4.973
5.922175,-0.0000,5.041
5.926697,-0.0000,3.999
5.931173,-0.0000,4.949
5.936144,-0.0000,4.988
5.941160,-0.0000,5.039
5.946177,-0.0000,4.991
5.951158,-0.0000,4.963
5.956174,-0.0000,5.064
5.961189,-0.0000,4.960
5.966151,-0.0000,4.958
5.971144,-0.0000,5.022
5.976127,-0.0000,4.941
5.980594,-0.0000,3.991
5.985111,-0.0000,5.037
5.990143,-0.0000,5.022
6.001133,-0.0000,16.955
6.012105,-0.0000,4.945
6.017103,-0.0000,5.047
6.022104,-0.0000,4.951
6.027095,-0.0000,5.025
6.032112,-0.0000,5.004
6.037116,-0.0000,5.001
6.042120,-0.0000,5.004
6.047114,-0.0000,4.978
6.052097,-0.0000,4.973
6.056596,-0.0000,4.022
6.061113,-0.0000,5.006
6.066104,-0.0000,4.973
6.071079,-0.0000,4.974
6.076088,-0.1000,5.038
6.081100,-0.1000,4.982
6.086066,-0.1000,4.942
6.097051,-0.1000,17.025
6.108071,-0.1200,5.009
6.113103,-0.1200,5.051
6.118609,-0.1200,5.923
6.124071,-0.1200,4.997
6.129195,-0.1400,5.250
6.134166,-0.1400,4.683
6.139021,-0.1400,4.981
6.144011,-0.1400,4.992
6.149012,-0.1600,5.007
6.154014,-0.1400,4.991
6.159008,-0.1400,4.993
6.164019,-0.1400,5.021
6.169044,-0.1400,5.021
6.174029,-0.1400,4.943
6.179002,-0.1400,5.000
6.190021,-0.1400,17.029
6.201013,-0.1400,4.946
6.206006,-0.1400,4.998
6.211010,-0.1400,5.005
6.216016,-0.1400,5.003
6.220990,-0.1400,4.941
6.225958,-0.1400,4.991
6.230970,-0.1200,5.028
6.235958,-0.1200,4.944
6.240938,-0.1200,5.009
6.245949,-0.1200,5.001
6.250949,-0.1200,4.993
6.255974,-0.1200,5.054
6.261004,-0.1200,5.001
6.265989,-0.1200,4.968
6.271486,-0.1200,6.021
6.282984,-0.1200,16.972
6.293972,-0.1000,4.998
6.298954,-0.1200,4.961
6.303951,-0.1000,5.027
6.308960,-0.1200,4.984
6.313928,-0.1000,4.952
6.318912,-0.1000,5.009
6.323940,-0.1000,5.014
6.328924,-0.1000,4.948
6.333926,-0.1000,5.051
6.338932,-0.1200,4.956
6.343900,-0.1200,4.977
6.348918,-0.1200,5.055
6.353947,-0.1200,4.997
6.358950,-0.1200,5.005
6.363924,-0.1400,4.942
6.375409,-0.1400,18.023
6.386926,-0.1400,5.005
6.391897,-0.1400,4.933
6.396869,-0.1400,5.004
6.401895,-0.1600,5.042
6.406932,-0.1600,5.030
6.411951,-0.1600,5.003
6.416919,-0.1600,4.928
6.421878,-0.1600,4.977
6.426864,-0.1600,4.992
6.431865,-0.1600,5.008
6.436856,-0.1600,4.962
6.441858,-0.1400,5.039
6.446877,-0.1400,4.996
6.451859,-0.1400,4.964
6.456839,-0.1600,4.989
6.461873,-0.1600,5.074
6.472860,-0.1600,16.866
6.483822,-0.1600,5.056
6.488853,-0.1600,4.998
6.493850,-0.1600,4.993
6.498852,-0.1600,5.010
6.504345,-0.1600,5.969
6.509822,-0.1600,4.980
6.514797,-0.1600,4.968
6.519797,-0.1600,5.027
6.524812,-0.1600,5.000
6.529799,-0.1600,4.973
6.534791,-0.1600,4.997
6.539810,-0.1600,5.036
6.544828,-0.1600,4.998
6.549799,-0.1800,4.939
6.554767,-0.1800,4.992
6.565784,-0.1800,17.035
6.576792,-0.1600,4.975
6.581784,-0.1600,5.003
6.586774,-0.1600,4.971
6.591748,-0.1600,4.972
6.596738,-0.1600,5.006
6.602253,-0.1600,6.018
6.607765,-0.1600,5.003
6.612791,-0.1800,5.043
6.617783,-0.1800,4.935
6.622734,-0.1800,4.963
6.627731,-0.1800,5.028
6.632733,-0.1800,4.971
6.637736,-0.1800,5.031
6.642748,-0.1800,4.990
6.647759,-0.1800,5.026
6.658770,-0.1800,16.993
6.669769,-0.1800,5.000
6.674769,-0.1800,4.991
6.679756,-0.1800,4.975
6.684735,-0.1800,4.939
6.689723,-0.1800,5.032
6.695272,-0.1800,5.830
6.700665,-0.1800,4.941
6.705645,-0.1800,5.016
6.710654,-0.1800,4.999
6.715645,-0.1800,4.979
6.720651,-0.1800,5.028
6.725668,-0.1600,5.000
6.730668,-0.1600,4.997
6.735674,-0.1600,4.999
6.740673,-0.1600,4.995
6.751672,-0.1600,16.998
6.762655,-0.1600,4.963
6.767657,-0.1600,5.033
6.772674,-0.1600,4.998
6.777674,-0.1600,5.000
6.782662,-0.1600,4.972
6.787649,-0.1600,4.996
6.792630,-0.1400,4.954
6.797612,-0.1400,5.006
6.802630,-0.1400,5.024
6.807642,-0.1400,4.995
6.812648,-0.1400,5.012
6.817633,-0.1400,4.955
6.822622,-0.1400,4.978
6.828155,-0.1400,6.085
6.833661,-0.1400,4.921
6.844628,-0.1400,17.007
6.855624,-0.1400,4.978
6.860595,-0.1400,4.957
6.877397,-0.1400,28.640
6.893905,-0.1600,4.367
6.898576,-0.1600,4.970
6.903574,-0.1600,5.017
6.908585,-0.1800,4.999
6.913580,-0.1800,4.987
6.918591,-0.1800,5.028
6.923575,-0.1800,4.935
6.928612,-0.1800,5.135
6.940113,-0.1800,17.859
6.951544,-0.1800,4.995
6.956531,-0.1800,4.973
6.961518,-0.1800,4.994
6.966515,-0.1800,4.997
6.971532,-0.2000,5.031
6.976527,-0.2000,4.956
6.981504,-0.2000,4.991
6.986519,-0.2000,5.033
6.991521,-0.2000,4.966
6.996513,-0.2000,5.015
7.001531,-0.2000,5.017
7.006532,-0.1800,4.979
7.011512,-0.1800,4.973
7.016498,-0.1800,4.991
7.021519,-0.1800,5.047
7.032527,-0.1800,16.964
7.044001,-0.1600,5.976
7.049482,-0.1600,4.984
7.054481,-0.1600,5.007
7.059507,-0.1800,5.039
7.064526,-0.1600,4.994
7.069503,-0.1600,4.956
7.074503,-0.1600,4.997
7.079502,-0.1600,4.997
7.084498,-0.1600,4.989
7.089501,-0.1600,5.012
7.094509,-0.1600,5.000
7.099486,-0.1600,4.950
7.104520,-0.1600,5.074
7.109542,-0.1600,4.957
7.114496,-0.1600,4.946
7.125497,-0.1600,17.050
7.136524,-0.1400,4.999
7.141491,-0.1600,4.892
7.146482,-0.1600,5.085
7.151526,-0.1600,4.998
7.156525,-0.1600,4.995
7.161482,-0.1600,4.915
7.166438,-0.1600,4.991
7.171910,-0.1400,5.949
7.177387,-0.1400,5.001
7.182416,-0.1400,5.051
7.187447,-0.1600,4.962
7.192410,-0.1600,4.962
7.197393,-0.1600,5.001
7.202407,-0.1600,5.023
7.207406,-0.1600,4.971
7.212414,-0.1600,5.039
7.223420,-0.1600,16.967
7.234405,-0.1600,4.996
7.239385,-0.1600,4.962
7.244388,-0.1600,5.037
7.249405,-0.1600,4.993
7.254372,-0.1600,4.935
7.259362,-0.1600,5.038
7.264398,-0.1600,5.032
7.269404,-0.1400,4.933
7.274366,-0.1400,4.986
7.279357,-0.1400,4.992
7.284356,-0.1400,4.999
7.289333,-0.1400,4.947
7.294346,-0.1600,5.069
7.299884,-0.1600,6.004
7.305353,-0.1600,4.928
7.321838,-0.1600,28.037
7.338354,-0.1600,4.988
7.343345,-0.1800,4.990
7.348356,-0.1600,5.030
7.353381,-0.1600,4.976
7.358360,-0.1600,4.980
7.363335,-0.1600,4.965
7.368824,-0.1600,6.009
7.374325,-0.1800,4.988
7.379325,-0.1800,5.009
7.384322,-0.1600,4.981
7.389302,-0.1800,4.975
7.394306,-0.1800,5.030
7.399329,-0.1800,5.008
7.410338,-0.1800,17.006
7.421312,-0.1800,4.935
7.426296,-0.1800,4.989
7.431302,-0.1800,5.018
7.436336,-0.1800,5.044
7.441333,-0.1800,4.915
7.446281,-0.1800,4.980
7.451260,-0.1800,4.971
7.456284,-0.1800,5.073
7.461294,-0.1800,4.943
7.466288,-0.1600,5.041
7.471293,-0.1600,4.964
7.476776,-0.1600,5.997
7.482279,-0.1800,5.005
7.487251,-0.1600,4.934
7.492241,-0.1600,5.041
7.503241,-0.1600,16.954
7.514230,-0.1600,4.979
7.519222,-0.1400,4.997
7.524254,-0.1400,5.024
7.529242,-0.1400,4.947
7.534205,-0.1400,4.970
7.539217,-0.1400,5.046
7.544229,-0.1400,4.975
7.549187,-0.1400,4.937
7.554170,-0.1400,5.021
7.559185,-0.1400,5.004
7.564175,-0.1400,4.972
7.569197,-0.1400,5.064
7.574219,-0.1400,4.978
7.579220,-0.1400,5.017
7.584215,-0.1400,4.967
7.595681,-0.1400,17.962
7.607190,-0.1400,5.051
7.612214,-0.1400,4.993
7.617193,-0.1400,4.960
7.622182,-0.1400,4.975
7.627177,-0.1400,5.008
7.632175,-0.1400,4.986
7.637154,-0.1600,4.966
7.642127,-0.1600,4.977
7.647156,-0.1600,5.078
7.652176,-0.1600,4.956
7.657156,-0.1600,4.998
7.662140,-0.1400,4.970
7.667139,-0.1600,5.010
7.672159,-0.1600,5.028
7.677162,-0.1600,4.975
7.688633,-0.1600,17.962
7.700101,-0.1600,4.968
7.705101,-0.1600,5.026
7.710116,-0.1600,5.000
7.715094,-0.1600,4.953
7.720098,-0.1600,5.047
7.725150,-0.1600,5.052
7.730183,-0.1600,4.973
7.735138,-0.1600,4.928
7.740103,-0.1600,4.997
7.745088,-0.1400,4.969
7.750072,-0.1600,4.994
7.755079,-0.1400,5.014
7.760078,-0.1600,4.980
7.765097,-0.1400,5.046
7.770112,-0.1400,4.979
7.781087,-0.1400,16.967
7.792096,-0.1400,5.045
7.797114,-0.1400,4.986
7.802110,-0.1400,4.964
7.807105,-0.1400,5.021
7.812580,-0.1400,5.926
7.818057,-0.1400,5.023
7.823056,-0.1400,4.972
7.828064,-0.1400,5.040
7.833080,-0.1400,4.987
7.838059,-0.1400,4.967
7.843043,-0.1400,4.995
7.848063,-0.1400,5.030
7.853072,-0.1400,4.985
7.858054,-0.1400,4.976
7.863033,-0.1400,4.977
7.868045,-0.1400,5.003
7.879077,-0.1400,17.058
7.890097,-0.1400,4.942
7.895044,-0.1400,4.950
7.900036,-0.1600,5.027
7.905043,-0.1600,4.984
7.910037,-0.1600,5.002
7.915039,-0.1600,4.997
7.920025,-0.1600,4.972
7.925013,-0.1600,4.999
7.930013,-0.1600,4.997
7.935018,-0.1600,5.007
7.940024,-0.1600,5.000
7.945012,-0.1600,4.973
7.950003,-0.1600,5.004
7.955484,-0.1600,5.953
7.960952,-0.1600,4.980
7.971955,-0.1600,17.019
7.982984,-0.1600,5.036
7.988001,-0.1600,4.990
7.992983,-0.1600,4.971
7.997980,-0.1600,5.019
8.002983,-0.1400,4.983
8.007986,-0.1400,5.020
8.013001,-0.1600,4.968
8.017981,-0.1600,4.990
8.022941,-0.1600,4.926
8.027940,-0.1600,5.069
8.032964,-0.1600,4.975
8.037988,-0.1400,5.069
8.042995,-0.1400,4.941
8.047954,-0.1400,4.976
8.052932,-0.1400,4.975
8.064433,-0.1400,18.022
8.075927,-0.1400,4.960
8.080895,-0.1400,4.971
8.085887,-0.1400,5.007
8.090910,-0.1400,5.035
8.095905,-0.1400,4.951
8.100881,-0.1400,4.994
8.105887,-0.1400,5.014
8.110929,-0.1400,5.067
8.115946,-0.1400,4.960
8.120939,-0.1400,5.020
8.125939,-0.1400,4.913
8.130871,-0.1400,4.945
8.135860,-0.1400,5.027
8.140886,-0.1400,5.021
8.145879,-0.1400,4.962
8.157355,-0.1400,17.986
8.168845,-0.1400,4.988
8.173829,-0.1400,4.973
8.178850,-0.1600,5.064
8.183874,-0.1600,4.978
8.188850,-0.1600,4.973
8.193838,-0.1400,4.994
8.198825,-0.1400,4.953
8.203788,-0.1400,4.967
8.208817,-0.1600,5.087
8.213838,-0.1400,4.952
8.218826,-0.1600,4.981
8.223820,-0.1600,5.001
8.228822,-0.1600,5.000
8.233820,-0.1600,4.985
8.238782,-0.1600,4.936
8.243783,-0.1600,5.060
8.254807,-0.1600,16.983
8.265805,-0.1600,5.002
8.270787,-0.1400,4.955
8.275811,-0.1400,5.089
8.280828,-0.1400,4.944
8.285768,-0.1400,4.933
8.291251,-0.1400,6.026
8.296779,-0.1400,5.027
8.301785,-0.1400,4.952
8.306743,-0.1400,4.959
8.311740,-0.1400,5.033
8.316738,-0.1400,4.956
8.321740,-0.1400,5.005
8.326745,-0.1400,5.000
8.331719,-0.1400,4.944
8.336718,-0.1400,5.047
8.347748,-0.1400,17.009
8.358719,-0.1400,4.898
8.363673,-0.1400,5.007
8.368697,-0.1400,5.036
8.373715,-0.1600,4.998
8.378707,-0.1600,4.981
8.383705,-0.1600,5.012
8.388713,-0.1600,4.998
8.393684,-0.1600,4.941
8.398699,-0.1600,5.047
8.403710,-0.1600,4.970
8.422873,-0.1600,33.351
8.443682,-0.1600,8.256
8.451898,-0.1600,8.169
8.457560,-0.1600,3.146
8.461753,-0.1600,5.233
8.466736,-0.1600,4.725
8.471640,-0.1600,5.075
8.476654,-0.1600,4.948
8.481640,-0.1600,5.019
8.486675,-0.1600,5.047
8.492179,-0.1600,5.923
8.497620,-0.1600,4.957
8.502610,-0.1600,5.018
8.507621,-0.1600,5.000
8.512625,-0.1400,5.003
8.517615,-0.1400,4.974
8.522602,-0.1400,4.992
8.533580,-0.1400,16.963
8.544592,-0.1400,5.055
8.549590,-0.1400,4.937
8.554588,-0.1400,5.020
8.559642,-0.1400,5.082
8.564627,-0.1400,4.883
8.569594,-0.1400,5.047
8.574588,-0.1400,4.937
8.579546,-0.1400,4.976
8.584547,-0.1400,5.020
8.589552,-0.1400,4.985
8.594608,-0.1600,5.125
8.599632,-0.1600,4.915
8.604592,-0.1400,4.966
8.609578,-0.1600,5.000
8.614585,-0.1600,5.011
8.626111,-0.1600,18.035
8.637571,-0.1600,4.880
8.642530,-0.1600,5.032
8.647534,-0.1400,4.971
8.652535,-0.1600,5.026
8.657534,-0.1600,4.963
8.662519,-0.1600,5.000
8.667513,-0.1600,4.985
8.672516,-0.1600,5.017
8.677525,-0.1600,4.996
8.682506,-0.1400,4.964
8.687489,-0.1400,4.997
8.692474,-0.1400,4.962
8.697480,-0.1400,5.037
8.702476,-0.1400,4.952
8.707469,-0.1400,5.029
8.718983,-0.1400,17.995
8.730494,-0.1400,5.021
8.735491,-0.1400,4.964
8.740475,-0.1400,5.002
8.745484,-0.1400,5.012
8.750501,-0.1400,5.015
8.755512,-0.1400,5.000
8.760516,-0.1400,5.002
8.765474,-0.1400,4.904
8.770467,-0.1400,5.076
8.775535,-0.1400,5.055
8.780482,-0.1400,4.832
8.785459,-0.1200,5.117
8.790475,-0.1200,4.912
8.795433,-0.1200,4.996
8.800431,-0.1200,4.995
8.805428,-0.1200,4.994
8.816398,-0.1200,16.943
8.827399,-0.1200,5.052
8.832436,-0.1200,5.019
8.837416,-0.1200,4.938
8.842409,-0.1200,5.040
8.847402,-0.1200,4.944
8.852370,-0.1000,4.987
8.857373,-0.1200,4.976
8.862367,-0.1200,5.005
8.867387,-0.1200,5.029
8.872395,-0.1200,4.983
8.877387,-0.1400,4.998
8.882379,-0.1400,4.983
8.887400,-0.1400,5.053
8.892432,-0.1400,4.970
8.897906,-0.1400,5.975
8.909364,-0.1600,16.933
8.920349,-0.1400,5.031
8.925375,-0.1600,5.016
8.930356,-0.1600,4.943
8.935327,-0.1600,4.996
8.940335,-0.1600,5.016
8.945374,-0.1600,5.058
8.950380,-0.1600,4.948
8.955347,-0.1400,4.981
8.960356,-0.1600,5.032
8.965344,-0.1600,4.943
8.970344,-0.1600,5.050
8.975358,-0.1600,4.976
8.980333,-0.1600,4.971
8.985333,-0.1600,5.024
8.990342,-0.1600,4.989
9.001828,-0.1600,17.980
9.013317,-0.1600,4.994
9.018296,-0.1600,4.960
9.023308,-0.1600,5.058
9.028335,-0.1600,4.991
9.033326,-0.1600,4.984
9.038352,-0.1600,5.064
9.043330,-0.1800,4.887
9.048287,-0.1800,5.023
9.053301,-0.1800,5.000
9.058285,-0.1800,4.963
9.063287,-0.1800,5.028
9.068302,-0.1800,4.996
9.073287,-0.1800,4.973
9.078265,-0.1600,4.979
9.083263,-0.1600,5.011
9.094800,-0.1600,18.058
9.106298,-0.1600,4.928
9.111244,-0.1600,4.958
9.116255,-0.1600,5.059
9.121285,-0.1600,4.998
9.126290,-0.1600,4.974
9.131263,-0.1600,4.970
9.136270,-0.1400,5.041
9.141257,-0.1600,4.926
9.146200,-0.1400,4.958
9.151195,-0.1400,5.025
9.156199,-0.1400,4.976
9.161203,-0.1400,5.032
9.166220,-0.1400,4.996
9.171224,-0.1400,5.008
9.176209,-0.1400,4.957
9.181203,-0.1400,5.028
9.192203,-0.1400,16.966
9.203206,-0.1400,5.033
9.208235,-0.1400,5.021
9.213707,-0.1400,5.920
9.219182,-0.1400,5.024
9.224200,-0.1400,5.007
9.229169,-0.1200,4.928
9.234167,-0.1400,5.060
9.239199,-0.1200,5.002
9.244184,-0.1200,4.963
9.249168,-0.1200,5.001
9.254202,-0.1200,5.061
9.259193,-0.1200,4.911
9.264150,-0.1400,4.997
9.269170,-0.1400,5.038
9.274181,-0.1400,4.980
9.285161,-0.1400,16.975
9.296147,-0.1400,4.991
9.301146,-0.1200,5.004
9.306147,-0.1200,4.988
9.311139,-0.1400,4.991
9.316147,-0.1400,5.018
9.321147,-0.1400,4.978
9.326138,-0.1400,5.002
9.331121,-0.1400,4.958
9.336112,-0.1400,5.020
9.341124,-0.1400,5.000
9.346108,-0.1400,4.966
9.351591,-0.1400,5.995
9.357093,-0.1400,5.004
9.362111,-0.1400,5.027
9.367109,-0.1400,4.962
9.378093,-0.1400,17.002
9.389077,-0.1400,4.959
9.394074,-0.1400,5.030
9.399074,-0.1400,4.966
9.404067,-0.1400,5.015
9.409097,-0.1400,5.042
9.414080,-0.1200,4.919
9.419081,-0.1200,5.079
9.424079,-0.1200,4.912
9.429044,-0.1200,5.014
9.434061,-0.1200,5.002
9.439031,-0.1200,4.934
9.443997,-0.1200,4.994
9.448991,-0.1200,4.991
9.454002,-0.1200,5.027
9.459011,-0.1200,4.988
9.470499,-0.1200,17.981
9.482005,-0.1400,5.025
9.487019,-0.1200,4.998
9.491977,-0.1200,4.913
9.496991,-0.1200,5.109
9.502027,-0.1200,4.959
9.506979,-0.1000,4.942
9.511972,-0.1000,4.977
9.517034,-0.1000,5.140
9.522583,-0.1000,5.948
9.527538,-0.1000,3.942
9.532009,-0.1000,4.993
9.536992,-0.1000,4.967
9.541990,-0.1000,5.023
9.546990,-0.1000,4.974
9.551979,-0.1200,4.998
9.562960,-0.1200,16.958
9.573950,-0.1200,5.016
9.578964,-0.1200,5.008
9.583959,-0.1200,4.978
9.588931,-0.1200,4.957
9.593928,-0.1400,5.031
9.598946,-0.1400,5.003
9.603949,-0.1400,4.998
9.608956,-0.1400,5.010
9.613990,-0.1400,5.057
9.618988,-0.1400,4.933
9.623954,-0.1400,4.994
9.628977,-0.1400,5.049
9.633975,-0.1400,4.912
9.638934,-0.1400,5.002
9.644420,-0.1400,5.967
9.649892,-0.1400,4.970
9.660902,-0.1600,17.044
9.671915,-0.1400,4.977
9.676903,-0.1600,4.996
9.681904,-0.1600,5.002
9.686903,-0.1600,4.993
9.691872,-0.1600,4.941
9.696836,-0.1600,4.982
9.701838,-0.1600,5.017
9.706849,-0.1600,4.999
9.711851,-0.1600,5.001
9.716848,-0.1600,4.987
9.721870,-0.1600,5.052
9.726857,-0.1600,4.917
9.731813,-0.1600,4.991
9.736808,-0.1600,4.993
9.741846,-0.1600,5.066
9.753349,-0.1600,17.937
9.764813,-0.1600,4.985
9.769838,-0.1600,5.057
9.774879,-0.1600,5.017
9.779889,-0.1600,4.998
9.784859,-0.1600,4.935
9.789856,-0.1600,5.015
9.794847,-0.1600,4.963
9.799827,-0.1600,4.991
9.804826,-0.1600,4.995
9.809826,-0.1600,5.001
9.814837,-0.1600,5.017
9.819850,-0.1600,4.963
9.824828,-0.1600,4.992
9.829819,-0.1600,4.985
9.834822,-0.1800,5.015
9.846317,-0.1800,17.971
9.857838,-0.1800,5.061
9.862851,-0.1800,4.954
9.867818,-0.1800,4.973
9.872806,-0.1800,4.999
9.877778,-0.1800,4.940
9.882776,-0.1800,5.050
9.887784,-0.1800,4.961
9.892771,-0.1800,5.009
9.897760,-0.1800,4.967
9.902763,-0.1800,5.034
9.907778,-0.2000,4.993
9.912778,-0.1800,5.003
9.917779,-0.1800,4.996
9.922780,-0.1600,5.003
9.927752,-0.1600,4.935
9.939237,-0.1800,18.029
9.950760,-0.1800,5.010
9.955768,-0.2000,5.004
9.960819,-0.2000,5.093
9.965805,-0.1800,4.868
9.970721,-0.1800,4.959
9.975720,-0.1800,5.032
9.980740,-0.1800,4.976
9.985727,-0.1800,4.990
9.990711,-0.1600,4.975
9.996140,-0.1600,5.881
10.012514,-0.1600,26.857
10.033548,-0.1400,15.203
10.043653,-0.1600,5.002
10.048663,-0.1600,5.012
10.053686,-0.1600,5.026
10.058699,-0.1600,4.998
10.063686,-0.1400,4.974
10.068686,-0.1400,4.987
10.073681,-0.1400,5.000
10.078664,-0.1400,4.962
10.083647,-0.1400,4.996
10.088662,-0.1400,5.031
10.093674,-0.1400,4.992
10.098660,-0.1400,4.975
10.103689,-0.1400,5.076
10.108716,-0.1600,4.972
10.113681,-0.1600,4.950
10.118659,-0.1600,5.003
10.129677,-0.1600,17.030
10.140682,-0.1600,4.971
10.145670,-0.1600,5.000
10.150658,-0.1600,4.972
10.155619,-0.1800,4.945
10.160618,-0.1800,5.049
10.165646,-0.1800,5.002
10.170647,-0.1600,4.998
10.176145,-0.1800,5.993
10.181629,-0.1800,4.972
10.186594,-0.1800,4.952
10.191582,-0.1800,5.020
10.196600,-0.1800,5.003
10.201643,-0.1800,5.077
10.206676,-0.1600,4.945
10.211649,-0.1600,4.997
10.222639,-0.1600,16.977
10.233610,-0.1600,4.958
10.238582,-0.1600,4.982
10.243568,-0.1800,4.986
10.248551,-0.1800,4.975
10.253538,-0.1800,4.993
10.258579,-0.2000,5.085
10.263594,-0.1800,4.933
10.268558,-0.2000,4.989
10.273548,-0.2000,4.987
10.278535,-0.2000,4.983
10.283532,-0.1800,5.004
10.288547,-0.1600,5.023
10.294027,-0.1600,5.933
10.299530,-0.1600,5.067
10.304541,-0.1600,4.952
10.315544,-0.1600,17.048
10.326537,-0.1600,4.933
10.331497,-0.1400,4.982
10.336505,-0.1400,5.030
10.341529,-0.1400,5.015
10.346526,-0.1400,4.974
10.351515,-0.1600,4.998
10.356519,-0.1600,5.008
10.361508,-0.1400,4.966
10.366525,-0.1400,5.030
10.371555,-0.1600,5.025
10.376544,-0.1600,4.946
10.381500,-0.1600,4.964
10.386510,-0.1600,5.051
10.391530,-0.1600,4.984
10.396521,-0.1600,4.995
10.408006,-0.1400,17.970
10.419508,-0.1400,5.028
10.424521,-0.1400,4.991
10.429502,-0.1400,4.968
10.434523,-0.1400,5.027
10.439514,-0.1400,4.951
10.444482,-0.1400,4.980
10.449510,-0.1400,5.071
10.454514,-0.1400,4.887
10.459467,-0.1400,5.015
10.464497,-0.1600,5.041
10.469482,-0.1600,4.923
10.474420,-0.1600,4.949
10.479393,-0.1600,4.995
10.484409,-0.1600,5.032
10.489451,-0.1600,5.047
10.500950,-0.1600,17.908
10.512427,-0.1600,5.002
10.517430,-0.1600,5.002
10.522429,-0.1600,4.990
10.527393,-0.1600,4.938
10.532367,-0.1600,5.005
10.537375,-0.1600,5.008
10.542409,-0.1600,5.052
10.547418,-0.1600,4.962
10.552404,-0.1600,5.002
10.557396,-0.1600,4.976
10.562396,-0.1600,5.013
10.567404,-0.1600,4.997
10.572395,-0.1600,4.981
10.577363,-0.1600,4.949
10.582362,-0.1600,5.043
10.587384,-0.1600,4.998
10.598857,-0.1600,17.941
10.610329,-0.1600,4.998
10.615325,-0.1600,4.989
10.620331,-0.1600,4.984
10.625320,-0.1600,4.987
10.630368,-0.1600,5.104
10.635373,-0.1600,4.895
10.640322,-0.1400,4.999
10.645323,-0.1400,4.998
10.650323,-0.1600,4.996
10.655327,-0.1600,5.005
10.660328,-0.1600,4.993
10.665308,-0.1600,4.963
10.670309,-0.1600,5.034
10.675307,-0.1600,4.960
10.680318,-0.1600,5.057
10.691329,-0.1600,16.959
10.702274,-0.1600,4.926
10.707255,-0.1600,5.030
10.712255,-0.1600,4.962
10.717253,-0.1600,5.029
10.722267,-0.1600,4.995
10.727265,-0.1400,4.998
